'that', 'political' | In regular: 0 | In spam: 1
'weekly', 'offers' | In regular: 0 | In spam: 1
'main', 'main' | In regular: 0 | In spam: 1
'frasers', 'time' | In regular: 0 | In spam: 1
'appears', 'twice' | In regular: 0 | In spam: 1
'many', 'msie' | In regular: 0 | In spam: 1
'hand', 'servants' | In regular: 2 | In spam: 0
'size', 'service' | In regular: 0 | In spam: 1
'clear', 'blue' | In regular: 4 | In spam: 0
'medicine', 'picture' | In regular: 2 | In spam: 0
'lambertlocalhost', 'mon' | In regular: 1 | In spam: 0
'eyes', 'write' | In regular: 0 | In spam: 1
'quiz', 'question' | In regular: 0 | In spam: 1
'pecher', 'psychology' | In regular: 1 | In spam: 0
'health', 'turning' | In regular: 0 | In spam: 1
'dayshipping', 'priority' | In regular: 0 | In spam: 1
'device', 'that' | In regular: 1 | In spam: 2
'your', 'energy' | In regular: 0 | In spam: 1
'weight', 'middle' | In regular: 0 | In spam: 1
'engaging', 'adventure' | In regular: 0 | In spam: 1
'search', 'site' | In regular: 0 | In spam: 1
'transitionalenhtmlheadmeta', 'httpequivdcontenttype' | In regular: 0 | In spam: 2
'first', 'they' | In regular: 0 | In spam: 1
'random', 'scrollbars' | In regular: 0 | In spam: 1
'order', 'today' | In regular: 0 | In spam: 1
'people', 'found' | In regular: 0 | In spam: 2
'online', 'from' | In regular: 2 | In spam: 0
'takes', 'null' | In regular: 0 | In spam: 1
'mbulacuhotmailcom', 'darbyhotmailcom' | In regular: 0 | In spam: 1
'copyhistory', 'bannertag' | In regular: 0 | In spam: 1
'lottery', 'code' | In regular: 0 | In spam: 1
'amazoncom', 'video' | In regular: 0 | In spam: 1
'krddartinc', 'else' | In regular: 0 | In spam: 1
'facedarial', 'sizedfailure' | In regular: 1 | In spam: 0
'long', 'jobs' | In regular: 0 | In spam: 1
'soldiers', 'refer' | In regular: 0 | In spam: 1
'does', 'againthe' | In regular: 0 | In spam: 1
'shed', 'spent' | In regular: 0 | In spam: 1
'ffcc', 'week' | In regular: 0 | In spam: 1
'convention', 'style' | In regular: 0 | In spam: 1
'load', 'site' | In regular: 0 | In spam: 2
'edge', 'that' | In regular: 0 | In spam: 1
'focus', 'with' | In regular: 1 | In spam: 0
'dimensions', 'eval' | In regular: 0 | In spam: 1
'video', 'guide' | In regular: 0 | In spam: 1
'highly', 'effective' | In regular: 0 | In spam: 1
'they', 'arial' | In regular: 0 | In spam: 1
'animation', 'major' | In regular: 0 | In spam: 1
'unlike', 'home' | In regular: 0 | In spam: 1
'saturday', 'been' | In regular: 0 | In spam: 1
'way', 'that' | In regular: 0 | In spam: 1
'namecognition', 'email' | In regular: 1 | In spam: 0
'arrowoff', 'arrowon' | In regular: 0 | In spam: 1
'false', 'krddartinc' | In regular: 0 | In spam: 1
'http', 'french' | In regular: 0 | In spam: 1
'company', 'compete' | In regular: 0 | In spam: 1
'sales', 'lord' | In regular: 0 | In spam: 1
'help', 'today' | In regular: 0 | In spam: 2
'opera', 'onloadscript' | In regular: 0 | In spam: 1
'templates', 'opera' | In regular: 0 | In spam: 1
'comment', 'urlstacksetcookie' | In regular: 0 | In spam: 1
'world', 'knowledge' | In regular: 1 | In spam: 0
'spent', 'hour' | In regular: 0 | In spam: 1
'natalie', 'simmons' | In regular: 1 | In spam: 0
'radial', 'glialike' | In regular: 1 | In spam: 0
'card', 'actually' | In regular: 0 | In spam: 1
'citation', 'reports' | In regular: 1 | In spam: 0
'arial', 'votes' | In regular: 0 | In spam: 1
'friend', 'games' | In regular: 0 | In spam: 1
'insistent', 'though' | In regular: 0 | In spam: 1
'four', 'cookie' | In regular: 0 | In spam: 1
'french', 'government' | In regular: 0 | In spam: 1
'', 'rcvdinvisi' | In regular: 0 | In spam: 1
'update', 'their' | In regular: 1 | In spam: 0
'xwall', 'v' | In regular: 1 | In spam: 0
'position', 'tucson' | In regular: 1 | In spam: 0
'glial', 'growth' | In regular: 1 | In spam: 0
'subunits', 'native' | In regular: 1 | In spam: 0
'from', 'mailmedrugnl' | In regular: 2 | In spam: 0
'looting', 'differences' | In regular: 0 | In spam: 1
'uppsala', 'uppsala' | In regular: 1 | In spam: 0
'references', '' | In regular: 4 | In spam: 0
'country', 'coast' | In regular: 0 | In spam: 1
'design', 'tool' | In regular: 0 | In spam: 1
'search', 'asia' | In regular: 0 | In spam: 1
'otc', 'bulletin' | In regular: 0 | In spam: 1
'fire', 'nerd' | In regular: 0 | In spam: 1
'noorhotmailcom', 'jadalehotmailcom' | In regular: 0 | In spam: 1
'reality', 'existence' | In regular: 0 | In spam: 1
'quarter', 'this' | In regular: 0 | In spam: 1
'xenophobic', 'related' | In regular: 0 | In spam: 1
'london', 'they' | In regular: 0 | In spam: 1
'money', 'kids' | In regular: 0 | In spam: 1
'workab', 'br' | In regular: 2 | In spam: 0
'ability', 'obtain' | In regular: 0 | In spam: 1
'nsnavbtntxt', 'takes' | In regular: 0 | In spam: 1
'plenty', 'goon' | In regular: 0 | In spam: 1
'management', 'stock' | In regular: 0 | In spam: 1
'applied', 'sciences' | In regular: 1 | In spam: 0
'simihotmailcom', 'reenelhotmailcom' | In regular: 0 | In spam: 1
'report', 'news' | In regular: 1 | In spam: 0
'former', 'rector' | In regular: 1 | In spam: 0
'mbulacutcwairugnl', 'tue' | In regular: 0 | In spam: 1
'gastonnekehotmailcom', 'yjmokhotmailcom' | In regular: 0 | In spam: 1
'dyer', 'investigator' | In regular: 0 | In spam: 1
'together', 'page' | In regular: 0 | In spam: 1
'rees', 'mbulajhotmailcom' | In regular: 0 | In spam: 1
'consumer', 'products' | In regular: 0 | In spam: 1
'linksys', 'etherfast' | In regular: 0 | In spam: 1
'her', 'youre' | In regular: 0 | In spam: 1
'offsettop', 'dismiss' | In regular: 0 | In spam: 1
'pesticides', 'harm' | In regular: 0 | In spam: 1
'deep', 'unidentified' | In regular: 0 | In spam: 1
'glanced', 'down' | In regular: 0 | In spam: 1
'facedarial', 'sizedyoung' | In regular: 1 | In spam: 0
'gordon', 'ohning' | In regular: 1 | In spam: 0
'just', 'umyes' | In regular: 0 | In spam: 1
'remittance', 'peace' | In regular: 0 | In spam: 1
'problem', 'revise' | In regular: 0 | In spam: 1
'dream', 'job' | In regular: 1 | In spam: 0
'guchar', 'rawimage' | In regular: 1 | In spam: 0
'prove', 'that' | In regular: 0 | In spam: 1
'innerhtml', 'style' | In regular: 0 | In spam: 1
'signals', 'microglia' | In regular: 1 | In spam: 0
'just', 'arial' | In regular: 0 | In spam: 1
'recently', 'came' | In regular: 1 | In spam: 0
'haven', 'guide' | In regular: 0 | In spam: 2
'encounter', 'fuzzy' | In regular: 0 | In spam: 1
'interviewed', 'regret' | In regular: 0 | In spam: 1
'filmstripbgbig', 'three' | In regular: 0 | In spam: 1
'express', 'free' | In regular: 0 | In spam: 1
'jang', 'cyper' | In regular: 0 | In spam: 1
'occasions', 'course' | In regular: 1 | In spam: 0
'biologie', 'cellulaire' | In regular: 2 | In spam: 0
'dendrites', 'mouse' | In regular: 1 | In spam: 0
'bouali', 'alexis' | In regular: 1 | In spam: 0
'later', 'office' | In regular: 0 | In spam: 1
'from', 'prestigious' | In regular: 0 | In spam: 2
'history', 'media' | In regular: 0 | In spam: 1
'news', 'soham' | In regular: 0 | In spam: 1
'cookie', 'none' | In regular: 0 | In spam: 1
'else', 'ratings' | In regular: 0 | In spam: 1
'have', 'opera' | In regular: 0 | In spam: 1
'achimbe', 'camera' | In regular: 0 | In spam: 1
'science', 'university' | In regular: 1 | In spam: 0
'books', 'that' | In regular: 0 | In spam: 1
'europe', 'asia' | In regular: 0 | In spam: 1
'special', 'urlstacksetcookie' | In regular: 0 | In spam: 1
'paris', 'have' | In regular: 0 | In spam: 2
'fields', 'projects' | In regular: 1 | In spam: 0
'solinas', 'valentina' | In regular: 1 | In spam: 0
'ordm', 'regional' | In regular: 0 | In spam: 1
'modify', 'pixels' | In regular: 1 | In spam: 0
'during', 'pair' | In regular: 1 | In spam: 0
'classdtrget', 'plump' | In regular: 0 | In spam: 2
'useragent', 'nlsn' | In regular: 0 | In spam: 1
'leader', 'plan' | In regular: 0 | In spam: 1
'processor', 'speeds' | In regular: 1 | In spam: 0
'occupational', 'therapy' | In regular: 0 | In spam: 1
'available', 'layerobject' | In regular: 0 | In spam: 1
'which', 'layerobject' | In regular: 0 | In spam: 1
'about', 'please' | In regular: 0 | In spam: 1
'department', 'away' | In regular: 0 | In spam: 1
'probably', 'news' | In regular: 0 | In spam: 1
'sent', 'artist' | In regular: 0 | In spam: 1
'color', 'fills' | In regular: 0 | In spam: 1
'arbor', 'university' | In regular: 2 | In spam: 0
'srchttpwwwantispytechcomimagesemailgif', 'width' | In regular: 0 | In spam: 1
'medicine', 'cnrs' | In regular: 2 | In spam: 0
'myself', 'accepted' | In regular: 2 | In spam: 0
'bought', 'bbcshop' | In regular: 0 | In spam: 1
'storage', 'retrieval' | In regular: 1 | In spam: 0
'purple', 'house' | In regular: 0 | In spam: 1
'free', 'persuasive' | In regular: 0 | In spam: 1
'film', 'patients' | In regular: 0 | In spam: 1
'know', 'nearly' | In regular: 0 | In spam: 1
'rebel', 'phone' | In regular: 0 | In spam: 1
'half', 'living' | In regular: 0 | In spam: 1
'vehicle', 'quotes' | In regular: 0 | In spam: 7
'above', 'forwardlooking' | In regular: 0 | In spam: 1
'remains', 'rebellion' | In regular: 0 | In spam: 1
'because', 'thing' | In regular: 0 | In spam: 1
'point', 'from' | In regular: 0 | In spam: 1
'kunnen', 'geen' | In regular: 1 | In spam: 0
'news', 'images' | In regular: 0 | In spam: 1
'events', 'talk' | In regular: 0 | In spam: 1
'service', 'resolved' | In regular: 0 | In spam: 1
'medicine', 'mdc' | In regular: 3 | In spam: 0
'wing', 'shapes' | In regular: 0 | In spam: 1
'exceptionally', 'opera' | In regular: 0 | In spam: 1
'street', 'becoming' | In regular: 0 | In spam: 1
'consistently', 'engaging' | In regular: 0 | In spam: 1
'institute', 'molecular' | In regular: 1 | In spam: 0
'trust', 'centre' | In regular: 1 | In spam: 0
'wvqgfg', 'lzotwo' | In regular: 0 | In spam: 1
'launch', 'past' | In regular: 1 | In spam: 0
'extra', 'campaigns' | In regular: 0 | In spam: 1
'although', 'also' | In regular: 0 | In spam: 1
'investors', 'trhl' | In regular: 0 | In spam: 1
'reeneexhotmailcom', 'kellyegordonhotmailcom' | In regular: 0 | In spam: 1
'board', 'decoration' | In regular: 0 | In spam: 1
'hearts', 'birds' | In regular: 0 | In spam: 1
'eval', 'each' | In regular: 0 | In spam: 1
'admitted', 'charmed' | In regular: 0 | In spam: 1
'changed', 'document' | In regular: 0 | In spam: 1
'employment', 'style' | In regular: 0 | In spam: 1
'january', '' | In regular: 3 | In spam: 0
'want', 'check' | In regular: 1 | In spam: 0
'earnings', 'such' | In regular: 0 | In spam: 1
'newsteam', 'sharing' | In regular: 0 | In spam: 1
'already', 'done' | In regular: 1 | In spam: 0
'days', 'from' | In regular: 0 | In spam: 1
'krdregistration', 'navigator' | In regular: 0 | In spam: 1
'object', 'krddartinc' | In regular: 0 | In spam: 1
'your', 'pocket' | In regular: 0 | In spam: 1
'doesnt', 'install' | In regular: 0 | In spam: 1
'million', 'monsters' | In regular: 0 | In spam: 2
'none', 'shots' | In regular: 0 | In spam: 1
'survivors', 'world' | In regular: 0 | In spam: 1
'that', 'instantly' | In regular: 0 | In spam: 1
'journal', 'citation' | In regular: 1 | In spam: 0
'false', 'players' | In regular: 0 | In spam: 1
'acquired', 'joongang' | In regular: 0 | In spam: 1
'working', 'news' | In regular: 0 | In spam: 1
'', 'post' | In regular: 0 | In spam: 1
'tags', 'style' | In regular: 0 | In spam: 1
'swollen', 'they' | In regular: 0 | In spam: 1
'longterm', 'alterations' | In regular: 1 | In spam: 0
'hence', 'urge' | In regular: 1 | In spam: 0
'imgname', 'resizable' | In regular: 0 | In spam: 1
'donovan', 'contributed' | In regular: 0 | In spam: 1
'kirc', 'subunits' | In regular: 1 | In spam: 0
'change', 'philosophical' | In regular: 1 | In spam: 0
'membership', 'different' | In regular: 1 | In spam: 0
'mail', 'server' | In regular: 0 | In spam: 1
'following', 'divid' | In regular: 0 | In spam: 1
'resize', 'statement' | In regular: 0 | In spam: 1
'will', 'clearly' | In regular: 0 | In spam: 1
'composed', 'ease' | In regular: 2 | In spam: 0
'black', 'muze' | In regular: 0 | In spam: 1
'package', 'need' | In regular: 1 | In spam: 0
'bookdetail', 'function' | In regular: 0 | In spam: 1
'spokesperson', 'for' | In regular: 0 | In spam: 1
'memory', 'task' | In regular: 1 | In spam: 0
'will', 'take' | In regular: 0 | In spam: 1
'quote', 'httpquotemoneycnncomquotequotesymbolsdcypm' | In regular: 0 | In spam: 1
'meterhigh', 'foothigh' | In regular: 1 | In spam: 0
'taal', 'dutch' | In regular: 1 | In spam: 0
'deep', 'entertainment' | In regular: 0 | In spam: 1
'university', 'neuroscience' | In regular: 2 | In spam: 0
'abused', 'about' | In regular: 0 | In spam: 1
'smtp', '' | In regular: 3 | In spam: 0
'stanford', 'university' | In regular: 2 | In spam: 0
'ready', 'washing' | In regular: 0 | In spam: 1
'akinori', 'kuruma' | In regular: 1 | In spam: 0
'produced', 'font' | In regular: 0 | In spam: 1
'window', 'ntwin' | In regular: 0 | In spam: 1
'hormone', 'women' | In regular: 0 | In spam: 2
'katholieke', 'universiteit' | In regular: 2 | In spam: 0
'project', 'contents' | In regular: 1 | In spam: 0
'window', 'council' | In regular: 0 | In spam: 1
'path', 'mcguinness' | In regular: 0 | In spam: 1
'gulf', 'here' | In regular: 0 | In spam: 1
'processing', 'callosotomy' | In regular: 1 | In spam: 0
'innerwidth', 'useragent' | In regular: 0 | In spam: 1
'testing', 'service' | In regular: 0 | In spam: 1
'putting', 'this' | In regular: 1 | In spam: 0
'else', 'version' | In regular: 0 | In spam: 1
'concentrations', 'administered' | In regular: 0 | In spam: 1
'agreed', 'several' | In regular: 0 | In spam: 1
'cursor', 'very' | In regular: 0 | In spam: 1
'will', 'held' | In regular: 3 | In spam: 0
'offense', 'family' | In regular: 0 | In spam: 1
'required', 'emailattribution' | In regular: 1 | In spam: 0
'council', 'begin' | In regular: 0 | In spam: 1
'september', 'coast' | In regular: 0 | In spam: 1
'broad', 'scope' | In regular: 1 | In spam: 0
'oup', 'testing' | In regular: 0 | In spam: 1
'rights', 'decoration' | In regular: 0 | In spam: 1
'information', 'presenter' | In regular: 1 | In spam: 0
'charsetdwindowsmeta', 'contentdmshtml' | In regular: 0 | In spam: 2
'government', 'have' | In regular: 0 | In spam: 1
'kristaberwangerhotmailcom', 'anitrujillohotmailcom' | In regular: 0 | In spam: 1
'tried', 'work' | In regular: 0 | In spam: 1
'messageid', 'fbcairugnl' | In regular: 1 | In spam: 0
'earlier', 'type' | In regular: 0 | In spam: 1
'contents', 'online' | In regular: 2 | In spam: 0
'launch', 'successfontdiv' | In regular: 1 | In spam: 0
'service', 'arkansas' | In regular: 0 | In spam: 1
'weght', 'whle' | In regular: 0 | In spam: 1
'guide', 'intrusad' | In regular: 0 | In spam: 1
'there', 'have' | In regular: 0 | In spam: 1
'corruption', 'question' | In regular: 0 | In spam: 1
'work', 'netscape' | In regular: 0 | In spam: 1
'event', 'ticked' | In regular: 0 | In spam: 1
'discussiebijeenkomst', 'programma' | In regular: 1 | In spam: 0
'krdregistration', 'this' | In regular: 0 | In spam: 2
'first', 'scrollbars' | In regular: 0 | In spam: 1
'institut', 'armand' | In regular: 2 | In spam: 0
'after', 'from' | In regular: 0 | In spam: 1
'votes', 'text' | In regular: 0 | In spam: 1
'ccipe', 'dept' | In regular: 1 | In spam: 0
'ebiz', 'radio' | In regular: 0 | In spam: 1
'from', 'evansfpbellsouthnet' | In regular: 0 | In spam: 2
'search', 'went' | In regular: 0 | In spam: 1
'creative', 'magician' | In regular: 0 | In spam: 1
'verwey', 'universiteit' | In regular: 1 | In spam: 0
'background', 'national' | In regular: 0 | In spam: 1
'matter', 'interviewed' | In regular: 0 | In spam: 1
'submitform', 'sources' | In regular: 0 | In spam: 1
'have', 'squad' | In regular: 0 | In spam: 1
'regarding', 'tubercinae' | In regular: 0 | In spam: 1
'civilians', 'vital' | In regular: 0 | In spam: 1
'rebels', 'sport' | In regular: 0 | In spam: 1
'hrefcontentsb', 'return' | In regular: 1 | In spam: 0
'more', 'money' | In regular: 0 | In spam: 1
'elise', 'stanley' | In regular: 1 | In spam: 0
'about', 'newest' | In regular: 0 | In spam: 1
'service', 'newspaper' | In regular: 0 | In spam: 1
'alt', 'hrefautoclassrefshtmlbreferencesab' | In regular: 1 | In spam: 0
'responsible', 'they' | In regular: 0 | In spam: 1
'visit', 'release' | In regular: 0 | In spam: 1
'sure', 'date' | In regular: 0 | In spam: 1
'site', 'toolbar' | In regular: 0 | In spam: 1
'requesturl', 'cars' | In regular: 0 | In spam: 1
'hill', 'this' | In regular: 0 | In spam: 1
'decoration', 'adiframe' | In regular: 0 | In spam: 1
'your', 'ieee' | In regular: 1 | In spam: 0
'divid', 'layerobject' | In regular: 0 | In spam: 1
'mullenix', 'banacidhotmailcom' | In regular: 0 | In spam: 1
'first', 'stance' | In regular: 0 | In spam: 1
'awesome', 'plenty' | In regular: 0 | In spam: 1
'zealand', 'auckland' | In regular: 2 | In spam: 0
'better', 'creative' | In regular: 0 | In spam: 1
'ariel', 'schoenfeld' | In regular: 1 | In spam: 0
'available', 'site' | In regular: 0 | In spam: 6
'neuronal', 'activity' | In regular: 2 | In spam: 0
'kevinbrownhotmailcom', 'terecasanovhotmailcom' | In regular: 0 | In spam: 1
'appeared', 'shouting' | In regular: 0 | In spam: 1
'', 'outside' | In regular: 1 | In spam: 0
'auburn', 'strong' | In regular: 0 | In spam: 1
'regularad', 'guidance' | In regular: 0 | In spam: 1
'products', 'over' | In regular: 0 | In spam: 1
'court', 'football' | In regular: 0 | In spam: 1
'africa', 'destabilising' | In regular: 0 | In spam: 1
'last', 'which' | In regular: 0 | In spam: 1
'boss', 'queries' | In regular: 0 | In spam: 1
'external', 'they' | In regular: 0 | In spam: 1
'technology', 'reviewmit' | In regular: 0 | In spam: 1
'would', 'holly' | In regular: 0 | In spam: 1
'longone', 'corrado' | In regular: 1 | In spam: 0
'hussein', 'feedback' | In regular: 0 | In spam: 1
'governor', 'return' | In regular: 0 | In spam: 1
'bannertag', 'site' | In regular: 0 | In spam: 1
'color', 'will' | In regular: 0 | In spam: 1
'image', 'ebiz' | In regular: 0 | In spam: 2
'sandragupahotmailcom', 'gazzihotmailcom' | In regular: 0 | In spam: 1
'nakata', 'toshiaki' | In regular: 1 | In spam: 0
'january', 'amsterdam' | In regular: 2 | In spam: 0
'elem', 'debug' | In regular: 0 | In spam: 1
'safe', 'human' | In regular: 2 | In spam: 0
'without', 'veteran' | In regular: 0 | In spam: 1
'penderis', 'rachel' | In regular: 1 | In spam: 0
'agenda', 'new' | In regular: 1 | In spam: 0
'against', 'railing' | In regular: 0 | In spam: 1
'have', 'choice' | In regular: 0 | In spam: 1
'integration', 'images' | In regular: 1 | In spam: 0
'trenae', 'guys' | In regular: 0 | In spam: 1
'image', 'clothing' | In regular: 0 | In spam: 1
